#              ************************************
#              *****    GLOBAL ATTRIBUTES    ******
#              ************************************
#
#     PROJECT                         LWS>Living With a Star
#     SOURCE_NAME                     PSP>Parker Solar Probe
#     DISCIPLINE                      Solar Physics>Heliospheric Physics
#                                     Space Physics>Interplanetary Studies
#     DATA_TYPE                       L3i>Solar Wind Ion velocity moments and fits
#     DESCRIPTOR                      SWP_SPC>Solar Wind Electrons Alphas and Protons / Solar Probe Cup
#     FILE_NAMING_CONVENTION          source_descriptor_datatype_yyyyMMdd
#     DATA_VERSION                    01
#     PI_NAME                         Justin C. Kasper
#     PI_AFFILIATION                  University of Michigan
#     TEXT                            This file includes the densities, vector velocities, and scalar (radial component)                     
#     TEXT                             temperatures of the solar wind protons measured by the Solar Probe Cup (SPC).                         
#     TEXT                             These are determined both by a direct computation of the velocity moments of                          
#     TEXT                             the reduced distribution function and by attempting to fit the primary peak                           
#                                      in the ion I(V) curve with a Maxwellian model.                                                        
#                                     When such fitting is successful, the data set also includes Maxwellian model                           
#                                      fits to the alpha-particle (He++) and tertiary (usually proton beam or shoulder)                      
#                                      populations.                                                                                          
#     INSTRUMENT_TYPE                 Plasma and Solar Wind
#     MISSION_GROUP                   Parker Solar Probe (PSP)
#     LOGICAL_SOURCE                  psp_swp_spc_l3i
#     LOGICAL_FILE_ID                 psp_swp_spc_l3i_00000000_v01
#     LOGICAL_SOURCE_DESCRIPTION      Parker Solar Probe/SWEAP/SPC level 3 ion data
#     TIME_RESOLUTION                 variable
#     RULES_OF_USE                    NASA open data policy applies. Consultation with the instrument team is strongly                       
#                                      recommended.                                                                                          
#     GENERATED_BY                    Michael L. Stevens (mstevens@cfa.harvard.edu)
#     GENERATION_DATE                 Thu Jan 20 14:38:22 2022
#     ACKNOWLEDGEMENT                 This project acknowledges the Parker Solar Probe SWEAP instrument team and the                         
#                                      SWEAP science data center for providing these solar wind plasma measurements.                         
#     MODS                            2018-12-04: CDF skeleton created (MLS)
#                                     2019-01-20: expanded data quality flags, variable notes
#                                     2019-01-28: modified to include RTN reference frame
#                                     2019-07-23: minor modifications for spdf compliance
#                                     2019-08-20: minor modifications for spdf compliance
#                                     2019-10-01: corrections to axis label fields, expanded var_notes
#                                     2019-11-04: contracted calibration file variables to global attribute
#                                     2019-10-31: inclusion of standalone general_flag variable
#     LINK_TITLE                      Space Science Reviews
#                                     Data Link
#     LINK_TEXT                       SWEAP instrument paper at
#                                     Smithsonian Astrophysical Observatory SWEAP
#     HTTP_LINK                       https://link.springer.com/article/10.1007/s11214-015-0206-3
#                                     http://sweap.cfa.harvard.edu/Data.html
#                                     spase://NASA/NumericalData/ParkerSolarProbe/SWEAP/SPC/Level3/SolarWindMomentsFits/PT0.2185S            
#     CALIBRATIONS_USED               psp_swp_spc_calfiles_spc_uvphithetalookup_20190819
#                                     psp_swp_spc_calfiles_sensorgainoffsets_20190618_v02
#                                     psp_swp_spc_calfiles_sensorcrosstalk_20190210_v00
#                                     psp_swp_spc_calfiles_raytracesim_20181219_v00
#                                     psp_swp_spc_calfiles_dVthermalcorrection_20181217_v00
#                                     psp_swp_spc_calfiles_mvind2volt_20180801
#                                     psp_swp_spc_calfiles_effectiveAreaTable_v00
#     CDAWEB_PARENTS                  psp_swp_spc_l3i_00000000_v01
#                                     psp_swp_spc_l3i_20181120_v01
#     CDFMAJOR                        COL_MAJOR
#
#              ************************************
#              ****  RECORD VARYING VARIABLES  ****
#              ************************************
#
#  1. CDF TT2000 time [ns]
#       NOTES:  Spacecraft ephemeris time, expressed as the number of nanoseconds since J2000 (2000-01-01T12:00:00.000000000) with leap seconds included.    Please refer to CDF TT2000 documentation with regards to this convention.  This time corresponds to the first measurement of the spectrum. Owing to frequent changes in the operating mode, this is usually NOT regular cadence.
#  2. PSP Spacecraft position in the Heliocentric Inertial system, in km
#       NOTES:  Also called Ecliptic J2000. Z is the solar north rotational axis, and X is the solar ascending node on the J2000 ecliptic.
#
EPOCH                               X_HCI                Y_HCI                Z_HCI
2018 27927849.241566         -6.35258E+07         -1.22099E+07          1.78024E+06
2018 27927877.203626         -6.35266E+07         -1.22111E+07          1.78033E+06
2018 27927905.165685         -6.35273E+07         -1.22123E+07          1.78043E+06
2018 27927933.127745         -6.35280E+07         -1.22134E+07          1.78052E+06
2018 27927961.089805         -6.35288E+07         -1.22146E+07          1.78061E+06
2018 27927989.051884         -6.35295E+07         -1.22158E+07          1.78071E+06
2018 27928017.013944         -6.35303E+07         -1.22170E+07          1.78080E+06
2018 27928044.976003         -6.35310E+07         -1.22182E+07          1.78089E+06
2018 27928072.938063         -6.35317E+07         -1.22193E+07          1.78099E+06
2018 27928100.900123         -6.35325E+07         -1.22205E+07          1.78108E+06
2018 27928128.862202         -6.35332E+07         -1.22217E+07          1.78117E+06
2018 27928156.824262         -6.35340E+07         -1.22229E+07          1.78126E+06
2018 27928184.786321         -6.35347E+07         -1.22241E+07          1.78136E+06
2018 27928212.748381         -6.35354E+07         -1.22252E+07          1.78145E+06
2018 27928240.710440         -6.35362E+07         -1.22264E+07          1.78154E+06
2018 27928268.672500         -6.35369E+07         -1.22276E+07          1.78164E+06
2018 27928296.634580         -6.35377E+07         -1.22288E+07          1.78173E+06
2018 27928324.596619         -6.35384E+07         -1.22300E+07          1.78182E+06
2018 27928352.558699         -6.35391E+07         -1.22312E+07          1.78192E+06
2018 27928380.520759         -6.35399E+07         -1.22323E+07          1.78201E+06
2018 27928408.482818         -6.35406E+07         -1.22335E+07          1.78210E+06
2018 27928436.444898         -6.35414E+07         -1.22347E+07          1.78220E+06
2018 27928464.406937         -6.35421E+07         -1.22359E+07          1.78229E+06
2018 27928492.369017         -6.35428E+07         -1.22371E+07          1.78238E+06
2018 27928520.331077         -6.35436E+07         -1.22382E+07          1.78248E+06
2018 27928548.293136         -6.35443E+07         -1.22394E+07          1.78257E+06
2018 27928576.255216         -6.35450E+07         -1.22406E+07          1.78266E+06
2018 27928604.217256         -6.35458E+07         -1.22418E+07          1.78276E+06
2018 27928632.179335         -6.35465E+07         -1.22430E+07          1.78285E+06
2018 27928660.141395         -6.35473E+07         -1.22441E+07          1.78294E+06
2018 27928688.103454         -6.35480E+07         -1.22453E+07          1.78304E+06
2018 27928716.065534         -6.35487E+07         -1.22465E+07          1.78313E+06
2018 27928744.027574         -6.35495E+07         -1.22477E+07          1.78322E+06
2018 27928771.989633         -6.35502E+07         -1.22489E+07          1.78332E+06
2018 27928799.951713         -6.35510E+07         -1.22500E+07          1.78341E+06
2018 27928827.913772         -6.35517E+07         -1.22512E+07          1.78350E+06
2018 27928855.875832         -6.35524E+07         -1.22524E+07          1.78360E+06
2018 27928883.837892         -6.35532E+07         -1.22536E+07          1.78369E+06
2018 27928911.799951         -6.35539E+07         -1.22548E+07          1.78378E+06
2018 27928939.762031         -6.35547E+07         -1.22559E+07          1.78388E+06
2018 27928967.724091         -6.35554E+07         -1.22571E+07          1.78397E+06
2018 27928995.686130         -6.35561E+07         -1.22583E+07          1.78406E+06
2018 27929023.648210         -6.35569E+07         -1.22595E+07          1.78416E+06
2018 27929051.610269         -6.35576E+07         -1.22607E+07          1.78425E+06
2018 27929079.572329         -6.35583E+07         -1.22619E+07          1.78434E+06
2018 27929107.534409         -6.35591E+07         -1.22630E+07          1.78443E+06
2018 27929135.496448         -6.35598E+07         -1.22642E+07          1.78453E+06
2018 27929163.458528         -6.35606E+07         -1.22654E+07          1.78462E+06
2018 27929191.420587         -6.35613E+07         -1.22666E+07          1.78471E+06
2018 27929219.382647         -6.35620E+07         -1.22678E+07          1.78481E+06
2018 27929247.344727         -6.35628E+07         -1.22689E+07          1.78490E+06
2018 27929275.306766         -6.35635E+07         -1.22701E+07          1.78499E+06
2018 27929303.268846         -6.35643E+07         -1.22713E+07          1.78509E+06
2018 27929331.230905         -6.35650E+07         -1.22725E+07          1.78518E+06
2018 27929359.192965         -6.35657E+07         -1.22737E+07          1.78527E+06
2018 27929387.155045         -6.35665E+07         -1.22748E+07          1.78537E+06
2018 27929415.117084         -6.35672E+07         -1.22760E+07          1.78546E+06
2018 27929443.079164         -6.35679E+07         -1.22772E+07          1.78555E+06
2018 27929471.041224         -6.35687E+07         -1.22784E+07          1.78565E+06
2018 27929499.003283         -6.35694E+07         -1.22796E+07          1.78574E+06
2018 27929526.965363         -6.35702E+07         -1.22807E+07          1.78583E+06
2018 27929554.927403         -6.35709E+07         -1.22819E+07          1.78593E+06
2018 27929582.889462         -6.35716E+07         -1.22831E+07          1.78602E+06
2018 27929610.851542         -6.35724E+07         -1.22843E+07          1.78611E+06
2018 27929638.813601         -6.35731E+07         -1.22855E+07          1.78621E+06
2018 27929666.775661         -6.35739E+07         -1.22866E+07          1.78630E+06
2018 27929694.737720         -6.35746E+07         -1.22878E+07          1.78639E+06
2018 27929722.699780         -6.35753E+07         -1.22890E+07          1.78649E+06
2018 27929750.661860         -6.35761E+07         -1.22902E+07          1.78658E+06
2018 27929778.623919         -6.35768E+07         -1.22914E+07          1.78667E+06
2018 27929806.585979         -6.35775E+07         -1.22925E+07          1.78676E+06
2018 27929834.548038         -6.35783E+07         -1.22937E+07          1.78686E+06
2018 27929862.510098         -6.35790E+07         -1.22949E+07          1.78695E+06
2018 27929890.472178         -6.35798E+07         -1.22961E+07          1.78704E+06
2018 27929918.434237         -6.35805E+07         -1.22973E+07          1.78714E+06
2018 27929946.396277         -6.35812E+07         -1.22985E+07          1.78723E+06
2018 27929974.358357         -6.35820E+07         -1.22996E+07          1.78732E+06
2018 27930002.320416         -6.35827E+07         -1.23008E+07          1.78742E+06
2018 27930030.282496         -6.35834E+07         -1.23020E+07          1.78751E+06
2018 27930058.244555         -6.35842E+07         -1.23032E+07          1.78760E+06
2018 27930086.206595         -6.35849E+07         -1.23044E+07          1.78770E+06
2018 27930114.168675         -6.35857E+07         -1.23055E+07          1.78779E+06
2018 27930142.130734         -6.35864E+07         -1.23067E+07          1.78788E+06
2018 27930170.092794         -6.35871E+07         -1.23079E+07          1.78798E+06
2018 27930198.054873         -6.35879E+07         -1.23091E+07          1.78807E+06
2018 27930226.016913         -6.35886E+07         -1.23103E+07          1.78816E+06
2018 27930253.978993         -6.35893E+07         -1.23114E+07          1.78826E+06
2018 27930281.941052         -6.35901E+07         -1.23126E+07          1.78835E+06
2018 27930309.903112         -6.35908E+07         -1.23138E+07          1.78844E+06
2018 27930337.865172         -6.35916E+07         -1.23150E+07          1.78854E+06
2018 27930365.827231         -6.35923E+07         -1.23162E+07          1.78863E+06
2018 27930393.789311         -6.35930E+07         -1.23173E+07          1.78872E+06
2018 27930421.751370         -6.35938E+07         -1.23185E+07          1.78882E+06
2018 27930449.713430         -6.35945E+07         -1.23197E+07          1.78891E+06
2018 27930477.675490         -6.35952E+07         -1.23209E+07          1.78900E+06
2018 27930505.637549         -6.35960E+07         -1.23221E+07          1.78909E+06
2018 27930533.599609         -6.35967E+07         -1.23232E+07          1.78919E+06
2018 27930561.561689         -6.35975E+07         -1.23244E+07          1.78928E+06
2018 27930589.523748         -6.35982E+07         -1.23256E+07          1.78937E+06
2018 27930617.485808         -6.35989E+07         -1.23268E+07          1.78947E+06
2018 27930645.447867         -6.35997E+07         -1.23280E+07          1.78956E+06
2018 27930673.409927         -6.36004E+07         -1.23291E+07          1.78965E+06
2018 27930701.372007         -6.36011E+07         -1.23303E+07          1.78975E+06
2018 27930729.334046         -6.36019E+07         -1.23315E+07          1.78984E+06
2018 27930757.296126         -6.36026E+07         -1.23327E+07          1.78993E+06
2018 27930785.258185         -6.36034E+07         -1.23339E+07          1.79003E+06
2018 27930813.220245         -6.36041E+07         -1.23350E+07          1.79012E+06
2018 27930841.182325         -6.36048E+07         -1.23362E+07          1.79021E+06
2018 27930869.144364         -6.36056E+07         -1.23374E+07          1.79031E+06
2018 27930897.106424         -6.36063E+07         -1.23386E+07          1.79040E+06
2018 27930925.068503         -6.36070E+07         -1.23398E+07          1.79049E+06
2018 27930953.030563         -6.36078E+07         -1.23409E+07          1.79059E+06
2018 27930980.992623         -6.36085E+07         -1.23421E+07          1.79068E+06
2018 27931008.954682         -6.36092E+07         -1.23433E+07          1.79077E+06
2018 27931036.916742         -6.36100E+07         -1.23445E+07          1.79086E+06
2018 27931064.878822         -6.36107E+07         -1.23457E+07          1.79096E+06
2018 27931092.840881         -6.36115E+07         -1.23468E+07          1.79105E+06
2018 27931120.802941         -6.36122E+07         -1.23480E+07          1.79114E+06
2018 27931148.765000         -6.36129E+07         -1.23492E+07          1.79124E+06
2018 27931176.727060         -6.36137E+07         -1.23504E+07          1.79133E+06
2018 27931204.689140         -6.36144E+07         -1.23516E+07          1.79142E+06
2018 27931232.651179         -6.36151E+07         -1.23528E+07          1.79152E+06
2018 27931260.613239         -6.36159E+07         -1.23539E+07          1.79161E+06
2018 27931288.575318         -6.36166E+07         -1.23551E+07          1.79170E+06
2018 27931316.537378         -6.36174E+07         -1.23563E+07          1.79180E+06
2018 27931344.499438         -6.36181E+07         -1.23575E+07          1.79189E+06
2018 27931372.461497         -6.36188E+07         -1.23587E+07          1.79198E+06
2018 27931400.423557         -6.36196E+07         -1.23598E+07          1.79208E+06
2018 27931428.385636         -6.36203E+07         -1.23610E+07          1.79217E+06
2018 27931456.347696         -6.36210E+07         -1.23622E+07          1.79226E+06
2018 27931484.309756         -6.36218E+07         -1.23634E+07          1.79236E+06
2018 27931512.271815         -6.36225E+07         -1.23646E+07          1.79245E+06
2018 27931540.233875         -6.36232E+07         -1.23657E+07          1.79254E+06
2018 27931568.195955         -6.36240E+07         -1.23669E+07          1.79264E+06
2018 27931596.158014         -6.36247E+07         -1.23681E+07          1.79273E+06
2018 27931624.120054         -6.36255E+07         -1.23693E+07          1.79282E+06
2018 27931652.082133         -6.36262E+07         -1.23705E+07          1.79291E+06
2018 27931680.044193         -6.36269E+07         -1.23716E+07          1.79301E+06
2018 27931708.006273         -6.36277E+07         -1.23728E+07          1.79310E+06
2018 27931735.968332         -6.36284E+07         -1.23740E+07          1.79319E+06
2018 27931763.930372         -6.36291E+07         -1.23752E+07          1.79329E+06
2018 27931791.892451         -6.36299E+07         -1.23764E+07          1.79338E+06
2018 27931819.854511         -6.36306E+07         -1.23775E+07          1.79347E+06
2018 27931847.816571         -6.36313E+07         -1.23787E+07          1.79357E+06
2018 27931875.778630         -6.36321E+07         -1.23799E+07          1.79366E+06
2018 27931903.740690         -6.36328E+07         -1.23811E+07          1.79375E+06
2018 27931931.702770         -6.36336E+07         -1.23823E+07          1.79385E+06
2018 27931959.664829         -6.36343E+07         -1.23834E+07          1.79394E+06
2018 27931987.626889         -6.36350E+07         -1.23846E+07          1.79403E+06
2018 27932015.588948         -6.36358E+07         -1.23858E+07          1.79413E+06
2018 27932043.551008         -6.36365E+07         -1.23870E+07          1.79422E+06
2018 27932071.513088         -6.36372E+07         -1.23882E+07          1.79431E+06
2018 27932099.475147         -6.36380E+07         -1.23893E+07          1.79440E+06
2018 27932127.437187         -6.36387E+07         -1.23905E+07          1.79450E+06
2018 27932155.399266         -6.36394E+07         -1.23917E+07          1.79459E+06
2018 27932183.361326         -6.36402E+07         -1.23929E+07          1.79468E+06
2018 27932211.323386         -6.36409E+07         -1.23941E+07          1.79478E+06
2018 27932239.285445         -6.36416E+07         -1.23952E+07          1.79487E+06
2018 27932267.247505         -6.36424E+07         -1.23964E+07          1.79496E+06
2018 27932295.209585         -6.36431E+07         -1.23976E+07          1.79506E+06
2018 27932323.171644         -6.36439E+07         -1.23988E+07          1.79515E+06
2018 27932351.133704         -6.36446E+07         -1.24000E+07          1.79524E+06
2018 27932379.095763         -6.36453E+07         -1.24011E+07          1.79534E+06
2018 27932407.057823         -6.36461E+07         -1.24023E+07          1.79543E+06
2018 27932435.019903         -6.36468E+07         -1.24035E+07          1.79552E+06
2018 27932462.981962         -6.36475E+07         -1.24047E+07          1.79562E+06
2018 27932490.944022         -6.36483E+07         -1.24059E+07          1.79571E+06
2018 27932518.906081         -6.36490E+07         -1.24070E+07          1.79580E+06
2018 27932546.868141         -6.36497E+07         -1.24082E+07          1.79590E+06
2018 27932574.830221         -6.36505E+07         -1.24094E+07          1.79599E+06
2018 27932602.792260         -6.36512E+07         -1.24106E+07          1.79608E+06
2018 27932630.754320         -6.36519E+07         -1.24118E+07          1.79617E+06
2018 27932658.716400         -6.36527E+07         -1.24129E+07          1.79627E+06
2018 27932686.678459         -6.36534E+07         -1.24141E+07          1.79636E+06
2018 27932714.640519         -6.36542E+07         -1.24153E+07          1.79645E+06
2018 27932742.602578         -6.36549E+07         -1.24165E+07          1.79655E+06
2018 27932770.564638         -6.36556E+07         -1.24177E+07          1.79664E+06
2018 27932798.526718         -6.36564E+07         -1.24188E+07          1.79673E+06
2018 27932826.488777         -6.36571E+07         -1.24200E+07          1.79683E+06
2018 27932854.450837         -6.36578E+07         -1.24212E+07          1.79692E+06
2018 27932882.412896         -6.36586E+07         -1.24224E+07          1.79701E+06
2018 27932910.374956         -6.36593E+07         -1.24236E+07          1.79711E+06
2018 27932938.337016         -6.36600E+07         -1.24247E+07          1.79720E+06
2018 27932966.299075         -6.36608E+07         -1.24259E+07          1.79729E+06
2018 27932994.261135         -6.36615E+07         -1.24271E+07          1.79739E+06
2018 27933022.223214         -6.36622E+07         -1.24283E+07          1.79748E+06
2018 27933050.185274         -6.36630E+07         -1.24295E+07          1.79757E+06
2018 27933078.147334         -6.36637E+07         -1.24306E+07          1.79766E+06
2018 27933106.109393         -6.36644E+07         -1.24318E+07          1.79776E+06
2018 27933134.071453         -6.36652E+07         -1.24330E+07          1.79785E+06
2018 27933162.033533         -6.36659E+07         -1.24342E+07          1.79794E+06
2018 27933189.995592         -6.36667E+07         -1.24354E+07          1.79804E+06
2018 27933217.957652         -6.36674E+07         -1.24365E+07          1.79813E+06
2018 27933245.919711         -6.36681E+07         -1.24377E+07          1.79822E+06
2018 27933273.881771         -6.36689E+07         -1.24389E+07          1.79832E+06
2018 27933301.843851         -6.36696E+07         -1.24401E+07          1.79841E+06
2018 27933329.805890         -6.36703E+07         -1.24413E+07          1.79850E+06
2018 27933357.767950         -6.36711E+07         -1.24424E+07          1.79860E+06
2018 27933385.730029         -6.36718E+07         -1.24436E+07          1.79869E+06
2018 27933413.692089         -6.36725E+07         -1.24448E+07          1.79878E+06
2018 27933441.654149         -6.36733E+07         -1.24460E+07          1.79888E+06
2018 27933469.616208         -6.36740E+07         -1.24472E+07          1.79897E+06
2018 27933497.578268         -6.36747E+07         -1.24483E+07          1.79906E+06
2018 27933525.540348         -6.36755E+07         -1.24495E+07          1.79915E+06
2018 27933553.502387         -6.36762E+07         -1.24507E+07          1.79925E+06
2018 27933581.464467         -6.36769E+07         -1.24519E+07          1.79934E+06
2018 27933609.426526         -6.36777E+07         -1.24531E+07          1.79943E+06
2018 27933637.388586         -6.36784E+07         -1.24542E+07          1.79953E+06
2018 27933665.350646         -6.36791E+07         -1.24554E+07          1.79962E+06
2018 27933693.312705         -6.36799E+07         -1.24566E+07          1.79971E+06
2018 27933721.274765         -6.36806E+07         -1.24578E+07          1.79981E+06
2018 27933749.236844         -6.36813E+07         -1.24590E+07          1.79990E+06
2018 27933777.198884         -6.36821E+07         -1.24601E+07          1.79999E+06
2018 27933805.160964         -6.36828E+07         -1.24613E+07          1.80009E+06
2018 27933833.123023         -6.36836E+07         -1.24625E+07          1.80018E+06
2018 27933861.085083         -6.36843E+07         -1.24637E+07          1.80027E+06
2018 27933889.047143         -6.36850E+07         -1.24649E+07          1.80036E+06
2018 27933917.009202         -6.36858E+07         -1.24660E+07          1.80046E+06
2018 27933944.971282         -6.36865E+07         -1.24672E+07          1.80055E+06
2018 27933972.933321         -6.36872E+07         -1.24684E+07          1.80064E+06
2018 27934000.895401         -6.36880E+07         -1.24696E+07          1.80074E+06
2018 27934028.857461         -6.36887E+07         -1.24708E+07          1.80083E+06
2018 27934056.819520         -6.36894E+07         -1.24719E+07          1.80092E+06
2018 27934084.781580         -6.36902E+07         -1.24731E+07          1.80102E+06
2018 27934112.743639         -6.36909E+07         -1.24743E+07          1.80111E+06
2018 27934140.705699         -6.36916E+07         -1.24755E+07          1.80120E+06
2018 27934168.667779         -6.36924E+07         -1.24767E+07          1.80130E+06
2018 27934196.629818         -6.36931E+07         -1.24778E+07          1.80139E+06
2018 27934224.591898         -6.36938E+07         -1.24790E+07          1.80148E+06
2018 27934252.553958         -6.36946E+07         -1.24802E+07          1.80158E+06
2018 27934280.516017         -6.36953E+07         -1.24814E+07          1.80167E+06
2018 27934308.478057         -6.36960E+07         -1.24826E+07          1.80176E+06
2018 27934336.440136         -6.36968E+07         -1.24837E+07          1.80185E+06
2018 27934364.402216         -6.36975E+07         -1.24849E+07          1.80195E+06
2018 27934392.364256         -6.36982E+07         -1.24861E+07          1.80204E+06
2018 27934420.326315         -6.36990E+07         -1.24873E+07          1.80213E+06
2018 27934448.288395         -6.36997E+07         -1.24885E+07          1.80223E+06
2018 27934476.250454         -6.37004E+07         -1.24896E+07          1.80232E+06
2018 27934504.212514         -6.37012E+07         -1.24908E+07          1.80241E+06
2018 27934532.174574         -6.37019E+07         -1.24920E+07          1.80251E+06
2018 27934560.136633         -6.37026E+07         -1.24932E+07          1.80260E+06
2018 27934588.098693         -6.37034E+07         -1.24944E+07          1.80269E+06
2018 27934616.060753         -6.37041E+07         -1.24955E+07          1.80279E+06
2018 27934644.022832         -6.37048E+07         -1.24967E+07          1.80288E+06
2018 27934671.984892         -6.37056E+07         -1.24979E+07          1.80297E+06
2018 27934699.946931         -6.37063E+07         -1.24991E+07          1.80306E+06
2018 27934727.909011         -6.37070E+07         -1.25003E+07          1.80316E+06
2018 27934755.871070         -6.37078E+07         -1.25014E+07          1.80325E+06
2018 27934783.833130         -6.37085E+07         -1.25026E+07          1.80334E+06
2018 27934811.795190         -6.37092E+07         -1.25038E+07          1.80344E+06
2018 27934839.757249         -6.37100E+07         -1.25050E+07          1.80353E+06
2018 27934867.719329         -6.37107E+07         -1.25062E+07          1.80362E+06
2018 27934895.681369         -6.37114E+07         -1.25073E+07          1.80372E+06
2018 27934923.643448         -6.37122E+07         -1.25085E+07          1.80381E+06
2018 27934951.605508         -6.37129E+07         -1.25097E+07          1.80390E+06
2018 27934979.567568         -6.37136E+07         -1.25109E+07          1.80400E+06
2018 27935007.529627         -6.37144E+07         -1.25121E+07          1.80409E+06
2018 27935035.491687         -6.37151E+07         -1.25132E+07          1.80418E+06
2018 27935063.453766         -6.37158E+07         -1.25144E+07          1.80427E+06
2018 27935091.415806         -6.37166E+07         -1.25156E+07          1.80437E+06
2018 27935119.377865         -6.37173E+07         -1.25168E+07          1.80446E+06
2018 27935147.339945         -6.37180E+07         -1.25180E+07          1.80455E+06
2018 27935175.301985         -6.37188E+07         -1.25191E+07          1.80465E+06
2018 27935203.264064         -6.37195E+07         -1.25203E+07          1.80474E+06
2018 27935231.226124         -6.37202E+07         -1.25215E+07          1.80483E+06
2018 27935259.188184         -6.37210E+07         -1.25227E+07          1.80493E+06
2018 27935287.150243         -6.37217E+07         -1.25239E+07          1.80502E+06
2018 27935315.112303         -6.37224E+07         -1.25250E+07          1.80511E+06
2018 27935343.074382         -6.37232E+07         -1.25262E+07          1.80521E+06
2018 27935371.036422         -6.37239E+07         -1.25274E+07          1.80530E+06
2018 27935398.998482         -6.37246E+07         -1.25286E+07          1.80539E+06
2018 27935426.960561         -6.37254E+07         -1.25298E+07          1.80548E+06
2018 27935454.922621         -6.37261E+07         -1.25309E+07          1.80558E+06
2018 27935482.884680         -6.37268E+07         -1.25321E+07          1.80567E+06
2018 27935510.846740         -6.37276E+07         -1.25333E+07          1.80576E+06
2018 27935538.808800         -6.37283E+07         -1.25345E+07          1.80586E+06
2018 27935566.770859         -6.37290E+07         -1.25356E+07          1.80595E+06
2018 27935594.732919         -6.37298E+07         -1.25368E+07          1.80604E+06
2018 27935622.694999         -6.37305E+07         -1.25380E+07          1.80614E+06
2018 27935650.657038         -6.37312E+07         -1.25392E+07          1.80623E+06
2018 27935678.619118         -6.37320E+07         -1.25404E+07          1.80632E+06
2018 27935706.581177         -6.37327E+07         -1.25415E+07          1.80641E+06
2018 27935734.543237         -6.37334E+07         -1.25427E+07          1.80651E+06
2018 27935762.505297         -6.37342E+07         -1.25439E+07          1.80660E+06
2018 27935790.467356         -6.37349E+07         -1.25451E+07          1.80669E+06
2018 27935818.429416         -6.37356E+07         -1.25463E+07          1.80679E+06
2018 27935846.391475         -6.37364E+07         -1.25474E+07          1.80688E+06
2018 27935874.353535         -6.37371E+07         -1.25486E+07          1.80697E+06
2018 27935902.315615         -6.37378E+07         -1.25498E+07          1.80707E+06
2018 27935930.277654         -6.37386E+07         -1.25510E+07          1.80716E+06
2018 27935958.239734         -6.37393E+07         -1.25522E+07          1.80725E+06
2018 27935986.201794         -6.37400E+07         -1.25533E+07          1.80735E+06
2018 27936014.163853         -6.37408E+07         -1.25545E+07          1.80744E+06
2018 27936042.125913         -6.37415E+07         -1.25557E+07          1.80753E+06
2018 27936070.087972         -6.37422E+07         -1.25569E+07          1.80762E+06
2018 27936098.050032         -6.37430E+07         -1.25581E+07          1.80772E+06
2018 27936126.012092         -6.37437E+07         -1.25592E+07          1.80781E+06
2018 27936153.974151         -6.37444E+07         -1.25604E+07          1.80790E+06
2018 27936181.936231         -6.37452E+07         -1.25616E+07          1.80800E+06
2018 27936209.898270         -6.37459E+07         -1.25628E+07          1.80809E+06
2018 27936237.860350         -6.37466E+07         -1.25640E+07          1.80818E+06
2018 27936265.822410         -6.37474E+07         -1.25651E+07          1.80828E+06
2018 27936293.784469         -6.37481E+07         -1.25663E+07          1.80837E+06
2018 27936321.746529         -6.37488E+07         -1.25675E+07          1.80846E+06
2018 27936349.708588         -6.37496E+07         -1.25687E+07          1.80856E+06
2018 27936377.670648         -6.37503E+07         -1.25699E+07          1.80865E+06
2018 27936405.632708         -6.37510E+07         -1.25710E+07          1.80874E+06
2018 27936433.594767         -6.37518E+07         -1.25722E+07          1.80883E+06
2018 27936461.556847         -6.37525E+07         -1.25734E+07          1.80893E+06
2018 27936489.518887         -6.37532E+07         -1.25746E+07          1.80902E+06
2018 27936517.480966         -6.37539E+07         -1.25758E+07          1.80911E+06
2018 27936545.443026         -6.37547E+07         -1.25769E+07          1.80921E+06
2018 27936573.405085         -6.37554E+07         -1.25781E+07          1.80930E+06
2018 27936601.367145         -6.37561E+07         -1.25793E+07          1.80939E+06
2018 27936629.329205         -6.37569E+07         -1.25805E+07          1.80949E+06
2018 27936657.291264         -6.37576E+07         -1.25817E+07          1.80958E+06
2018 27936685.253324         -6.37583E+07         -1.25828E+07          1.80967E+06
2018 27936713.215383         -6.37591E+07         -1.25840E+07          1.80976E+06
2018 27936741.177443         -6.37598E+07         -1.25852E+07          1.80986E+06
2018 27936769.139503         -6.37605E+07         -1.25864E+07          1.80995E+06
2018 27936797.101582         -6.37613E+07         -1.25875E+07          1.81004E+06
2018 27936825.063642         -6.37620E+07         -1.25887E+07          1.81014E+06
2018 27936853.025702         -6.37627E+07         -1.25899E+07          1.81023E+06
2018 27936880.987761         -6.37635E+07         -1.25911E+07          1.81032E+06
2018 27936908.949821         -6.37642E+07         -1.25923E+07          1.81042E+06
2018 27936936.911880         -6.37649E+07         -1.25934E+07          1.81051E+06
2018 27936964.873940         -6.37657E+07         -1.25946E+07          1.81060E+06
2018 27936992.836000         -6.37664E+07         -1.25958E+07          1.81069E+06
2018 27937020.798059         -6.37671E+07         -1.25970E+07          1.81079E+06
2018 27937048.760119         -6.37679E+07         -1.25982E+07          1.81088E+06
2018 27937076.722199         -6.37686E+07         -1.25993E+07          1.81097E+06
2018 27937104.684238         -6.37693E+07         -1.26005E+07          1.81107E+06
2018 27937132.646318         -6.37700E+07         -1.26017E+07          1.81116E+06
